val_ci_high,step_time_ms,val_std,steps_to_target_mean,n_seeds,val_ci_low,val_mean,optimizer,best_lr,opt_state_mb,peak_mem_mb
0.09782225274377399,0.7896168751813093,0.05650560113673245,,2,0.01791126526616238,0.05786675900496818,adamw,0.021544346900318832,0.01104,0.0
0.25010532118656015,0.7040062499072519,0.13403746992257018,,2,0.06054771335588561,0.15532651727122287,lion,0.01,0.005508,0.0
